"Parasite.species","Host.no","Stage","hosts","hs","var.hs","stage2","maxLCL","abs_diff","rel_diff"
"Schizorchis altaica",2,"adult",1,1,NA,"adult",2,NA,NA
"Sciurotaenia transversaria",1,"1larv",2,1,NA,"larva",2,NA,NA
"Sciurotaenia transversaria",2,"adult",4,1.5,0.25,"adult",2,NA,NA
"Sclerocollum saudii",1,"1larv",1,1,NA,"larva",2,0.0304090705817551,2.84563026276763
"Sclerocollum saudii",2,"adult",1,1,NA,"adult",2,18.0395316305759,2.77333452169169
"Serpinema trispinosum",1,"1larv",1,1,NA,"larva",3,NA,NA
"Serpinema trispinosum",2,"2larv",7,4.53333333333333,3.44888888888889,"larva",3,NA,NA
"Serpinema trispinosum",3,"adult",1,1,NA,"adult",3,1.21610826285555,2.46409677242513
"Serratospiculum seurati",1,"1larv",3,3,0,"larva",2,0.00801239473529074,0.975688011223204
"Serratospiculum seurati",2,"adult",2,1,0,"adult",2,54.6005597174059,3.78496123022212
"Serratospiculum tendo",1,"1larv",2,4,0,"larva",2,0.00257795637401659,0.540862569132999
"Serratospiculum tendo",2,"adult",1,1,NA,"adult",2,128.937263119759,4.55169819646619
"Seuratum cadarachense",1,"1larv",1,1,NA,"larva",2,0.000874478023089987,0.121517434687745
"Seuratum cadarachense",2,"adult",1,1,NA,"adult",2,NA,NA
"Seuratum nguyenvanaii",1,"1larv",2,2,0,"larva",2,NA,NA
"Seuratum nguyenvanaii",2,"adult",1,1,NA,"adult",2,NA,NA
"Sicarius dipterum",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2,NA,NA
"Sicarius dipterum",2,"adult",1,1,NA,"adult",2,NA,NA
"Simondsia paradoxa",1,"1larv",8,2.35714285714286,0.372448979591837,"larva",3,0.00738177547010124,1.54427696125746
"Simondsia paradoxa",2,"2larv",13,4.33333333333333,0.709401709401709,"larva",3,NA,NA
"Simondsia paradoxa",3,"adult",2,2,0,"adult",3,NA,NA
"Skrjabinelazia galliardi",1,"1larv",1,1,NA,"larva",2,NA,NA
"Skrjabinelazia galliardi",2,"adult",1,NA,NA,"adult",2,NA,NA
"Skrjabinema ovis",1,"adult",4,1.83333333333333,0.138888888888889,"adult",1,1.31026844390622,3.13422181732574
"Skrjabingylus chitwoodorum",1,"1larv",9,2.57142857142857,0.673469387755102,"larva",3,0.00107005443107727,1.09164184460735
"Skrjabingylus chitwoodorum",2,"2larv",5,5,0,"larva",3,NA,NA
"Skrjabingylus chitwoodorum",3,"adult",2,2,0,"adult",3,NA,NA
"Skrjabingylus nasicola",1,"1larv",6,3,0,"larva",3,0.0014684613022987,1.41590309493973
"Skrjabingylus nasicola",2,"2larv",3,3.66666666666667,0.222222222222222,"larva",3,NA,NA
"Skrjabingylus nasicola",3,"adult",10,1.2,0.16,"adult",3,NA,NA
"Skrjabinocerca americana",1,"1larv",1,1,NA,"larva",2,0.0145284130362505,1.45760158014135
"Skrjabinocerca americana",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2,0.255998646403806,1.2554220298016
"Skrjabinocerca prima",1,"1larv",1,1,NA,"larva",2,NA,NA
"Skrjabinocerca prima",2,"adult",17,3.60294117647059,0.768814878892734,"adult",2,NA,NA
"Skrjabinoclava inornatae",1,"1larv",1,1,NA,"larva",2,0.00150448136211685,0.622153817536881
"Skrjabinoclava inornatae",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,0.109981052529459,1.75322317244271
"Skrjabinoclava morrisoni",1,"1larv",1,1,NA,"larva",2,-2.838576224674e-05,-0.0394917864185298
"Skrjabinoclava morrisoni",2,"adult",1,1,NA,"adult",2,0.0978183896266794,2.51725978832398
"Skrjabinoptera phrynosoma",1,"1larv",1,1,NA,"larva",2,0.701210260780666,3.67194456374165
"Skrjabinoptera phrynosoma",2,"adult",3,1,0,"adult",2,7.60895708121847,1.07367686254235
"Sobolevicanthus bisaccata",1,"1larv",1,1,NA,"larva",2,NA,NA
"Sobolevicanthus bisaccata",2,"adult",1,1,NA,"adult",2,NA,NA
"Sobolevicanthus gracilis",1,"1larv",15,3.9047619047619,1.60997732426304,"larva",3,0.0168574271213025,1.77991388842373
"Sobolevicanthus gracilis",2,"2larv",5,3.1,1.89,"larva",3,0.00933197007779458,0.18875785603979
"Sobolevicanthus gracilis",3,"adult",10,1.5,0.25,"adult",3,NA,NA
"Sobolevicanthus krabbeella",1,"1larv",2,2,0,"larva",2,NA,NA
"Sobolevicanthus krabbeella",2,"adult",3,1,0,"adult",2,NA,NA
"Sobolevicanthus octacantha",1,"1larv",2,2,0,"larva",3,NA,NA
"Sobolevicanthus octacantha",2,"2larv",1,1,NA,"larva",3,NA,NA
"Sobolevicanthus octacantha",3,"adult",4,1.5,0.25,"adult",3,NA,NA
"Soboliphyme baturini",1,"1larv",1,NA,NA,"larva",3,0.0503593912068372,1.41754036942044
"Soboliphyme baturini",2,"2larv",9,1.66666666666667,1.55555555555556,"larva",3,0.269637933618501,0.788843559928848
"Soboliphyme baturini",3,"adult",7,2.38095238095238,0.521541950113379,"adult",3,42.157501595229,2.12032440143262
"Southwellina hispida",1,"1larv",1,1,NA,"larva",3,1.44339160759855,2.92414429622802
"Southwellina hispida",2,"2larv",7,3.76190476190476,0.562358276643991,"larva",3,NA,NA
"Southwellina hispida",3,"adult",17,2.50735294117647,0.382298875432526,"adult",3,NA,NA
"Spathebothrium simplex",1,"1larv",2,3,0,"larva",2,NA,NA
"Spathebothrium simplex",2,"adult",1,1,NA,"adult",2,NA,NA
"Sphaerirostris picae",1,"1larv",1,1,NA,"larva",3,1.27241998768607,3.27776977954676
"Sphaerirostris picae",2,"2larv",1,1,NA,"larva",3,NA,NA
"Sphaerirostris picae",3,"adult",4,1.5,0.25,"adult",3,NA,NA
"Spinicauda freitasi",1,"adult",1,1,NA,"adult",1,NA,NA
"Spinitectus carolini",1,"1larv",12,3.68181818181818,0.277548209366391,"larva",3,0.00136186085891691,0.925863570631929
"Spinitectus carolini",2,"adult",8,3.14285714285714,1.19387755102041,"adult",3,0.0521134473668909,1.5406725466414
"Spinitectus carolini",3,"adult",1,1,NA,"adult",3,NA,NA
"Spinitectus gracilis",1,"1larv",11,3.83636363636364,0.536859504132231,"larva",3,0.00230132256896677,0.961541356812595
"Spinitectus gracilis",2,"adult",9,3,1.33333333333333,"adult",3,0.127142081605447,1.70079975216126
"Spinitectus gracilis",3,"adult",1,1,NA,"adult",3,NA,NA
"Spinitectus inermis",1,"1larv",5,2.83333333333333,0.138888888888889,"larva",2,-0.000497498685631663,-0.399816013670793
"Spinitectus inermis",2,"adult",1,1,NA,"adult",2,NA,NA
"Spinitectus micracanthus",1,"1larv",1,1,NA,"larva",2,0.000847955127112056,0.416038230764834
"Spinitectus micracanthus",2,"adult",1,1,NA,"adult",2,0.466740765677059,2.5317920223497
"Spinitectus ranae",1,"1larv",1,1,NA,"larva",2,0.00632929963309423,1.18996217132519
"Spinitectus ranae",2,"adult",6,2.53333333333333,1.18222222222222,"adult",2,0.184586821346242,1.4514904763885
"Spirocamallanus cricotus",1,"1larv",2,5,0,"larva",2,0.000407931643458369,0.463175372117482
"Spirocamallanus cricotus",2,"adult",1,1,NA,"adult",2,0.724301540674989,3.06646902522694
"Spirocamallanus fulvidraconis",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2,0.000659443859933399,0.456970051200615
"Spirocamallanus fulvidraconis",2,"adult",1,NA,NA,"adult",2,0.259787399842287,2.41060210618493
"Spirocamallanus hilarii",1,"1larv",2,1,0,"larva",3,0.00039096946097723,0.31904330372256
"Spirocamallanus hilarii",2,"2larv",1,1,NA,"larva",3,NA,NA
"Spirocamallanus hilarii",3,"adult",4,2,1,"adult",3,NA,NA
"Spirocamallanus mysti",1,"1larv",2,1,0,"larva",2,0.000549002132309201,0.874754591370868
"Spirocamallanus mysti",2,"adult",7,2.13333333333333,0.915555555555555,"adult",2,0.0901029355740797,2.15601273444194
"Spirocerca lupi",1,"1larv",29,2.27832512315271,0.851106554393458,"larva",3,0.0246347775536018,3.02137800312465
"Spirocerca lupi",2,"2larv",30,4.42528735632184,0.796142158805655,"larva",3,0.0184063570829279,0.242158227163362
"Spirocerca lupi",3,"adult",4,2.33333333333333,0.555555555555556,"adult",3,64.7522838718058,3.17742332667776
"Spirometra erinacei",1,"1larv",8,1.75,0.1875,"larva",4,-0.00012367282681584,-0.0878159569595391
"Spirometra erinacei",2,"2larv",12,3.68888888888889,2.21432098765432,"larva",4,476.146034795669,5.93590310432837
"Spirometra erinacei",3,"3larv",6,4.46666666666667,0.382222222222222,"larva",4,NA,NA
"Spirometra erinacei",4,"adult",3,3,0,"adult",4,NA,NA
"Spirometra mansonoides",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",4,NA,NA
"Spirometra mansonoides",2,"2larv",14,3.89010989010989,2.27363844946263,"larva",4,NA,NA
"Spirometra mansonoides",3,"3larv",12,3.53030303030303,2.43089990817264,"larva",4,NA,NA
"Spirometra mansonoides",4,"adult",4,2.5,0.25,"adult",4,NA,NA
"Spiroxys contortus",1,"1larv",6,1.8,0.16,"larva",3,0.00226731883402229,1.55541857621624
"Spiroxys contortus",2,"2larv",7,5.38095238095238,1.37868480725624,"larva",3,0.00722222777168982,0.612433945183152
"Spiroxys contortus",3,"adult",9,2.46428571428571,0.248724489795918,"adult",3,4.56690763497256,2.68032359124794
"Spirura infundibuliformis",1,"1larv",5,2.4,0.24,"larva",2,0.00409823379654667,0.780698439397524
"Spirura infundibuliformis",2,"adult",4,2,0,"adult",2,11.4731855725063,3.36859959082427
"Spirura malayensis",1,"1larv",1,1,NA,"larva",2,0.0429367096652955,1.7598904385054
"Spirura malayensis",2,"adult",3,3,2,"adult",2,5.38822739866048,2.09450943864947
"Spirura rytipleurites",1,"1larv",6,2.53333333333333,1.18222222222222,"larva",2,NA,NA
"Spirura rytipleurites",2,"adult",2,4,0,"adult",2,NA,NA
"Spirura talpae",1,"1larv",1,1,NA,"larva",2,NA,NA
"Spirura talpae",2,"adult",1,1,NA,"adult",2,NA,NA
"Staphylocystis brusatae",1,"1larv",4,3,2,"larva",2,0.0303853386982164,1.92808773651182
"Staphylocystis brusatae",2,"adult",2,1,0,"adult",2,NA,NA
"Staphylocystis furcata",1,"1larv",14,3.28787878787879,0.750459136822773,"larva",2,0.0258184625477036,2.08227584028467
"Staphylocystis furcata",2,"adult",2,1,0,"adult",2,NA,NA
"Staphylocystis pistillum",1,"1larv",1,1,NA,"larva",2,NA,NA
"Staphylocystis pistillum",2,"adult",1,1,NA,"adult",2,NA,NA
"Staphylocystis scalaris",1,"1larv",1,1,NA,"larva",2,0.0379954163901886,2.08572695271311
"Staphylocystis scalaris",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Stephanurus dentatus",1,"1larv",4,NA,NA,"larva",2,NA,NA
"Stephanurus dentatus",2,"adult",3,3.66666666666667,0.222222222222222,"adult",2,NA,NA
"Sterliadochona ephemeridarum",1,"1larv",1,1,NA,"larva",2,NA,NA
"Sterliadochona ephemeridarum",2,"adult",1,1,NA,"adult",2,NA,NA
"Stilesia globipunctata",1,"1larv",6,2,1,"larva",2,0.00937531096644473,1.92453639963656
"Stilesia globipunctata",2,"adult",6,2.26666666666667,0.328888888888889,"adult",2,NA,NA
"Streptocara crassicauda",1,"1larv",4,2,1,"larva",3,0.0249656477694555,1.837053383583
"Streptocara crassicauda",2,"2larv",9,3.46428571428571,0.891581632653061,"larva",3,0.0170029473947128,0.223013480161343
"Streptocara crassicauda",3,"adult",16,2.575,1.494375,"adult",3,0.416503960070063,1.03493948542621
"Streptopharagus greenbergi",1,"1larv",2,2,0,"larva",2,0.00992962624533448,1.33370791378535
"Streptopharagus greenbergi",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,1.18955930907726,2.06161537808719
"Streptopharagus kutassi",1,"1larv",10,1.95238095238095,0.0453514739229025,"larva",2,0.0262017434487861,1.73525759098177
"Streptopharagus kutassi",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2,NA,NA
"Streptopharagus pigmentatus",1,"1larv",3,2.33333333333333,0.888888888888889,"larva",2,0.0144543865104567,1.51969402957256
"Streptopharagus pigmentatus",2,"adult",2,1,0,"adult",2,87.8214886906913,3.77034769676154
"Strongylus edentatus",1,"adult",5,1,0,"adult",1,NA,NA
"Strongylus equinus",1,"adult",5,1,0,"adult",1,NA,NA
"Strongylus vulgaris",1,"adult",5,1,0,"adult",1,NA,NA
"Subulura bolivari",1,"1larv",3,2,0,"larva",2,NA,NA
"Subulura bolivari",2,"adult",1,1,NA,"adult",2,NA,NA
"Subulura jacchi",1,"1larv",1,NA,NA,"larva",2,NA,NA
"Subulura jacchi",2,"adult",5,2.66666666666667,0.222222222222222,"adult",2,NA,NA
"Subulura otolicni",1,"1larv",3,3,0,"larva",2,0.0523730002541433,1.43729697170512
"Subulura otolicni",2,"adult",5,1.83333333333333,0.138888888888889,"adult",2,4.82042223218095,1.95268384797323
"Subulura williaminglisi",1,"1larv",3,3,0,"larva",2,0.0337243949976945,1.14370636240831
"Subulura williaminglisi",2,"adult",4,2.66666666666667,0.222222222222222,"adult",2,NA,NA
"Sulcascaris sulcata",1,"1larv",11,4.31111111111111,0.836543209876543,"larva",2,NA,NA
"Sulcascaris sulcata",2,"adult",2,2,0,"adult",2,84.4751420693812,1.18597083891225
"Syncuaria squamata",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",3,0.00220622988746732,0.744055552019016
"Syncuaria squamata",2,"2larv",6,3.4,0.64,"larva",3,0.000260909080894199,0.0401830173458215
"Syncuaria squamata",3,"adult",3,1,0,"adult",3,11.4346818885246,3.58816863666825
"Syngamus trachea",1,"1larv",15,NA,NA,"larva",2,-8.98746213728401e-06,-0.0677183961989076
"Syngamus trachea",2,"adult",12,3.53030303030303,0.582415059687787,"adult",2,1.80328093071251,4.52966056984007
"Syphacia muris",1,"adult",1,1,NA,"adult",1,0.126193617565655,2.04384942595597
"Syphacia obvelata",1,"adult",1,1,NA,"adult",1,0.328674739135894,2.0416174583151
"Taenia acinonyxi",1,"1larv",1,1,NA,"larva",2,NA,NA
"Taenia acinonyxi",2,"adult",2,2,0,"adult",2,NA,NA
"Taenia arctos",1,"1larv",1,1,NA,"larva",2,NA,NA
"Taenia arctos",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia asiatica",1,"1larv",1,1,NA,"larva",2,3.50987820933796,4.3020488202755
"Taenia asiatica",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia crassiceps",1,"1larv",10,2.44444444444444,0.380246913580247,"larva",2,NA,NA
"Taenia crassiceps",2,"adult",5,1.5,0.25,"adult",2,NA,NA
"Taenia crocutae",1,"1larv",8,1.96428571428571,0.0344387755102041,"larva",2,17.1345263124632,4.84716713719304
"Taenia crocutae",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia endothoracicus",1,"1larv",4,1.5,0.25,"larva",2,NA,NA
"Taenia endothoracicus",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia gonyamai",1,"1larv",6,1.93333333333333,0.0622222222222222,"larva",2,NA,NA
"Taenia gonyamai",2,"adult",2,2,0,"adult",2,NA,NA
"Taenia hyaenae",1,"1larv",10,2.2,0.16,"larva",2,361.125446871277,5.75924380078556
"Taenia hyaenae",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2,NA,NA
"Taenia hydatigena",1,"1larv",10,2.44444444444444,0.380246913580247,"larva",2,286.466782435299,5.64237547007977
"Taenia hydatigena",2,"adult",9,2.22222222222222,0.728395061728395,"adult",2,NA,NA
"Taenia krepkogorski",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2,NA,NA
"Taenia krepkogorski",2,"adult",4,2,1,"adult",2,NA,NA
"Taenia laticollis",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2,NA,NA
"Taenia laticollis",2,"adult",5,2.2,0.96,"adult",2,NA,NA
"Taenia macrocystis",1,"1larv",2,1,0,"larva",2,NA,NA
"Taenia macrocystis",2,"adult",7,1.86666666666667,0.115555555555556,"adult",2,NA,NA
"Taenia madoquae",1,"1larv",1,1,NA,"larva",2,NA,NA
"Taenia madoquae",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia martis",1,"1larv",10,2.33333333333333,0.622222222222222,"larva",2,310.908531788764,5.93984313704498
"Taenia martis",2,"adult",8,1.75,0.1875,"adult",2,NA,NA
"Taenia multiceps",1,"1larv",4,3,1,"larva",2,NA,NA
"Taenia multiceps",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Taenia mustelae",1,"1larv",33,2.61174242424242,0.495089388200184,"larva",2,NA,NA
"Taenia mustelae",2,"adult",7,1.28571428571429,0.204081632653061,"adult",2,NA,NA
"Taenia olngojinei",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2,NA,NA
"Taenia olngojinei",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia omissa",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2,41.2037091943388,5.04340307472224
"Taenia omissa",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia ovis/krabbei",1,"1larv",6,2.33333333333333,0.222222222222222,"larva",2,12.8149032480194,4.86027652653552
"Taenia ovis/krabbei",2,"adult",7,2.4,0.64,"adult",2,NA,NA
"Taenia parenchymatosa",1,"1larv",3,2,0,"larva",2,NA,NA
"Taenia parenchymatosa",2,"adult",4,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Taenia parva",1,"1larv",1,1,NA,"larva",2,NA,NA
"Taenia parva",2,"adult",4,3,0,"adult",2,NA,NA
"Taenia pencei",1,"1larv",1,1,NA,"larva",2,NA,NA
"Taenia pencei",2,"adult",1,NA,NA,"adult",2,NA,NA
"Taenia pisiformis",1,"1larv",10,3.04444444444444,1.24246913580247,"larva",2,27.6453656932678,4.62894753851487
"Taenia pisiformis",2,"adult",8,2.32142857142857,0.646683673469388,"adult",2,NA,NA
"Taenia polyacantha",1,"1larv",12,2.06060606060606,0.54178145087236,"larva",2,NA,NA
"Taenia polyacantha",2,"adult",4,2.33333333333333,0.888888888888889,"adult",2,NA,NA
"Taenia regis",1,"1larv",3,2.66666666666667,0.222222222222222,"larva",2,539.960820053702,6.11193288659256
"Taenia regis",2,"adult",2,1,0,"adult",2,NA,NA
"Taenia rileyi",1,"1larv",7,2.52380952380952,0.344671201814059,"larva",2,NA,NA
"Taenia rileyi",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2,NA,NA
"Taenia saginata",1,"1larv",1,1,NA,"larva",2,17.9147220753953,4.57943496063298
"Taenia saginata",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia selousi",1,"1larv",2,2,0,"larva",2,NA,NA
"Taenia selousi",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia serialis",1,"1larv",4,1.5,0.25,"larva",2,NA,NA
"Taenia serialis",2,"adult",4,1.83333333333333,0.138888888888889,"adult",2,NA,NA
"Taenia simbae",1,"1larv",2,2,0,"larva",2,NA,NA
"Taenia simbae",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia solium",1,"1larv",3,3.66666666666667,0.222222222222222,"larva",2,NA,NA
"Taenia solium",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia taeniaeformis",1,"1larv",16,2.4,0.49,"larva",2,495.456196078138,6.21224358895371
"Taenia taeniaeformis",2,"adult",2,3,0,"adult",2,NA,NA
"Taenia talicei",1,"1larv",3,1,0,"larva",2,NA,NA
"Taenia talicei",2,"adult",1,1,NA,"adult",2,NA,NA
"Taenia taxidiensis",1,"1larv",5,1.9,0.09,"larva",2,NA,NA
"Taenia taxidiensis",2,"adult",2,3,0,"adult",2,NA,NA
"Taenia twitchelli",1,"1larv",6,2.73333333333333,0.195555555555556,"larva",2,NA,NA
"Taenia twitchelli",2,"adult",1,1,NA,"adult",2,NA,NA
"Tanaorhamphus longirostris",1,"1larv",1,1,NA,"larva",2,NA,NA
"Tanaorhamphus longirostris",2,"adult",1,1,NA,"adult",2,NA,NA
"Tarsubulura perarmata",1,"1larv",2,2,0,"larva",2,0.010798792777725,0.851458413561656
"Tarsubulura perarmata",2,"adult",4,3.16666666666667,1.47222222222222,"adult",2,2.06846942579671,2.21900898708092
"Tatria biremis",1,"1larv",1,1,NA,"larva",2,NA,NA
"Tatria biremis",2,"adult",4,1.5,0.25,"adult",2,NA,NA
"Tegorhynchus furcatus",1,"1larv",2,1,NA,"larva",2,1.07556131574978,3.46895977595106
"Tegorhynchus furcatus",2,"adult",5,3.7,3.21,"adult",2,1.67770168137867,0.408122629088848
"Teladorsagia circumcincta",1,"adult",1,1,NA,"adult",1,NA,NA
"Tetrameres americana",1,"1larv",4,2.83333333333333,1.47222222222222,"larva",2,0.00509147449391786,0.938867647872371
"Tetrameres americana",2,"adult",2,3,0,"adult",2,4.49248325421994,2.89308554565132
"Tetrameres cardinalis",1,"1larv",1,1,NA,"larva",2,0.000422638459687435,0.239182951055263
"Tetrameres cardinalis",2,"adult",1,1,NA,"adult",2,9.00699531423894,3.95548830944258
"Tetrameres confusa",1,"1larv",2,2,0,"larva",2,NA,NA
"Tetrameres confusa",2,"adult",1,1,NA,"adult",2,NA,NA
"Tetrameres crami",1,"1larv",2,3,0,"larva",2,0.000368000574024579,0.155502949632457
"Tetrameres crami",2,"adult",11,1.47272727272727,0.249256198347107,"adult",2,2.32421033891063,3.27917568476369
"Tetrameres fissispina",1,"1larv",15,4.40909090909091,1.51446280991736,"larva",2,0.0034894636428561,0.780762598298957
"Tetrameres fissispina",2,"adult",6,3.13333333333333,1.18222222222222,"adult",2,2.87869230268243,2.83840622535818
"Tetrameres mohtedai",1,"1larv",5,4.66666666666667,0.222222222222222,"larva",2,0.00280549459953325,0.635635905024822
"Tetrameres mohtedai",2,"adult",1,1,NA,"adult",2,6.59407142569261,3.25708470373646
"Tetrameres pattersoni",1,"1larv",3,3.33333333333333,0.888888888888889,"larva",2,NA,NA
"Tetrameres pattersoni",2,"adult",1,1,NA,"adult",2,NA,NA
"Thelastoma bulhoesi",1,"adult",1,1,NA,"adult",1,0.0945038494979577,1.48162211128999
"Thubunaea baylisi",1,"1larv",1,NA,NA,"larva",2,0.141011726669243,2.02858601389066
"Thubunaea baylisi",2,"adult",4,2.66666666666667,0.222222222222222,"adult",2,0.987833079172556,0.899806009474001
"Thysaniezia giardi",1,"1larv",8,2.71428571428571,0.489795918367347,"larva",2,NA,NA
"Thysaniezia giardi",2,"adult",3,2,0,"adult",2,NA,NA
"Toxascaris leonina",1,"1larv",4,4.33333333333333,0.555555555555556,"larva",2,0.00111118642505925,1.43015040050082
"Toxascaris leonina",2,"adult",9,2.47222222222222,0.415895061728395,"adult",2,90.565205185908,4.89474283052512
"Toxocara canis",1,"1larv",7,NA,NA,"larva",2,1.29162812501079e-05,0.0450533404287023
"Toxocara canis",2,"adult",6,2.46666666666667,0.515555555555556,"adult",2,175.001444173513,6.1255152040662
"Toxocara cati",1,"1larv",6,NA,NA,"larva",2,9.93188052907225e-06,0.0505018820733811
"Toxocara cati",2,"adult",1,1,NA,"adult",2,32.1729598933463,5.55097772749004
"Toxocara mackerrasae",1,"adult",4,1.83333333333333,0.138888888888889,"adult",1,40.6063240901119,5.45247540398426
"Toxocara pteropodis",1,"adult",2,1,0,"adult",1,NA,NA
"Toxocara vitulorum",1,"adult",2,2,0,"adult",1,5422.21968287464,7.67022853192707
"Travassosascaris araujoi",1,"1larv",1,1,NA,"larva",2,NA,NA
"Travassosascaris araujoi",2,"adult",1,1,NA,"adult",2,NA,NA
"Triaenophorus crassus",1,"1larv",3,1,0,"larva",3,NA,NA
"Triaenophorus crassus",2,"2larv",11,2.34545454545455,1.71702479338843,"larva",3,6.59961409307448,4.23306136300981
"Triaenophorus crassus",3,"adult",1,1,NA,"adult",3,NA,NA
"Triaenophorus nodulosus",1,"1larv",5,1.4,0.24,"larva",3,NA,NA
"Triaenophorus nodulosus",2,"2larv",12,3.72727272727273,0.416528925619835,"larva",3,NA,NA
"Triaenophorus nodulosus",3,"adult",1,1,NA,"adult",3,NA,NA
"Triaenophorus stizostedionis",1,"1larv",1,1,NA,"larva",3,NA,NA
"Triaenophorus stizostedionis",2,"2larv",1,1,NA,"larva",3,NA,NA
"Triaenophorus stizostedionis",3,"adult",1,1,NA,"adult",3,NA,NA
"Trichosomoides crassicauda",1,"adult",3,1.66666666666667,0.222222222222222,"adult",1,0.406018930991912,4.10452455465499
"Trichospirura leptostoma",1,"1larv",2,1,NA,"larva",2,-0.000531218184980805,-0.728933227713462
"Trichospirura leptostoma",2,"adult",6,2.6,0.24,"adult",2,1.6931965213572,4.14266750356873
"Trichostrongylus axei",1,"adult",9,3.55555555555556,0.746913580246914,"adult",1,NA,NA
"Trichostrongylus colubriformis",1,"adult",4,3,1,"adult",1,NA,NA
"Trichostrongylus retortaeformis",1,"adult",2,2,0,"adult",1,0.0311311983977412,2.31113671177582
"Trichostrongylus rugatus",1,"adult",1,1,NA,"adult",1,0.029382569568071,2.25264438583403
"Trichostrongylus sigmodontis",1,"adult",5,2.7,0.21,"adult",1,0.0225616971439378,1.83358107010093
"Trichostrongylus skrjabini",1,"adult",3,2.33333333333333,0.888888888888889,"adult",1,NA,NA
"Trichostrongylus tenuis",1,"adult",2,1,0,"adult",1,NA,NA
"Trichostrongylus vitrinus",1,"adult",4,3,1,"adult",1,NA,NA
"Trichuris discolor",1,"adult",1,1,NA,"adult",1,4.54185018039677,3.59259660942624
"Trichuris muris",1,"adult",3,1.66666666666667,0.222222222222222,"adult",1,2.08343684239212,3.25435583362202
"Trichuris ovis",1,"adult",4,2,0,"adult",1,NA,NA
"Trichuris skrjabini",1,"adult",2,2,0,"adult",1,4.91207200233636,3.54845394818632
"Trichuris suis",1,"adult",2,4,0,"adult",1,6.39679447819346,5.52261297926082
"Trichuris trichiura",1,"adult",5,3.2,0.56,"adult",1,1.33606340483129,5.00211600330408
"Trichuris vulpis",1,"adult",2,4,0,"adult",1,NA,NA
"Trilobostrongylus bioccai",1,"1larv",4,3.5,0.25,"larva",3,0.000449245589618391,0.78582449737333
"Trilobostrongylus bioccai",2,"2larv",4,3.5,0.583333333333333,"larva",3,NA,NA
"Trilobostrongylus bioccai",3,"adult",1,1,NA,"adult",3,NA,NA
"Triodontolepis bifurca",1,"1larv",1,1,NA,"larva",2,0.0466555306990742,2.04997054061214
"Triodontolepis bifurca",2,"adult",2,1,0,"adult",2,NA,NA
"Triodontolepis hamanni",1,"1larv",1,1,NA,"larva",2,0.0259181393921158,1.88081359228079
"Triodontolepis hamanni",2,"adult",2,1,0,"adult",2,NA,NA
"Triodontolepis kurashvilii",1,"1larv",1,NA,NA,"larva",2,1.0436226805562,3.53811871183707
"Triodontolepis kurashvilii",2,"adult",1,1,NA,"adult",2,NA,NA
"Triodontolepis sumavensis",1,"1larv",1,1,NA,"larva",2,NA,NA
"Triodontolepis sumavensis",2,"adult",1,1,NA,"adult",2,NA,NA
"Triodontophorus tenuicollis",1,"adult",5,1,0,"adult",1,NA,NA
"Troglostrongylus brevior",1,"1larv",8,2.89285714285714,0.167091836734694,"larva",3,6.42014442514059e-05,0.236318990773118
"Troglostrongylus brevior",2,"2larv",1,1,NA,"larva",3,NA,NA
"Troglostrongylus brevior",3,"adult",3,1,0,"adult",3,NA,NA
"Truttaedacnitis pybusae",1,"adult",1,1,NA,"adult",1,1.13134837082022,4.28072380581574
"Truttaedacnitis truttae",1,"1larv",1,1,NA,"larva",2,0.223493660411343,3.36100359247219
"Truttaedacnitis truttae",2,"adult",3,2,0,"adult",2,0.550362808709147,0.539260673535983
"Tschertkovilepis setigera",1,"1larv",3,4.66666666666667,0.222222222222222,"larva",2,NA,NA
"Tschertkovilepis setigera",2,"adult",3,2,0,"adult",2,NA,NA
